Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: accountName,Spreadsheet: postText,Spreadsheet: postImage,Spreadsheet: accountimage,Spreadsheet: commentnum,Spreadsheet: sharenum,Spreadsheet: reactionum,Spreadsheet: like,Spreadsheet: heart,Spreadsheet: laugh,Spreadsheet: surprise,Spreadsheet: sad,Spreadsheet: disgust,Spreadsheet: angry,Spreadsheet: commentacc1,Spreadsheet: comment1,Spreadsheet: item,Spreadsheet: randomise,Spreadsheet: type
19,1758799285823,25/09/2025 11:21:25,1758799285823,1,25/09/2025 12:21:25,239176,3,task-qm8h,,49415672,BLINDED,14139724,,complete,,68d5245fced469b040da709e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 140.0.0.0,1440x900,1332x732,,,0,T1 social media,11,Spreadsheet1,,,,,,,info,END,,,271603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1758799022705,25/09/2025 11:17:02,1758799022705,1,25/09/2025 12:17:02,239176,3,task-qm8h,,49415676,BLINDED,14139727,,complete,,68d523c5de509805b45dc3aa,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1600x732,,,0,T1 social media,11,Spreadsheet1,,,,,,,info,BEGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1758799023507,25/09/2025 11:17:03,1758799023507,1,25/09/2025 12:17:03,239176,3,task-qm8h,,49415676,BLINDED,14139727,,complete,,68d523c5de509805b45dc3aa,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1600x732,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,1,instr,Screen 1,3y5lbv,1,continue,,813.8000000476836,800,813.8000000476836,813.8000000476836,800,813.8000000476836,1,0,0,,Click To Continue,Continue Button,2,object-23,instr,,,,,,,,,,,,,,,,,instr,,
3,1758799027928,25/09/2025 11:17:07,1758799027928,1,25/09/2025 12:17:07,239176,3,task-qm8h,,49415676,BLINDED,14139727,,complete,,68d523c5de509805b45dc3aa,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1600x732,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,1,post_single,Screen 1,yruilm,1,continue,,4432.9000000000015,4416.200000000001,4432.9000000000015,4432.9000000000015,4416.200000000001,4432.9000000000015,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,Washington Post,"Former president Barack Obama and former first lady Michelle Obama addressed speculation about a divorce in her new podcast episode. ""She took me back!"" Barack Obama joked. ""It was touch and go for awhile!""",filler_ob.jpg,wp.jpg,45,243,0,212,,,,,,,susanspec,Michelle for prez!!,washpo,1,filler
4,1758799039684,25/09/2025 11:17:19,1758799039684,1,25/09/2025 12:17:19,239176,3,task-qm8h,,49415676,BLINDED,14139727,,complete,,68d523c5de509805b45dc3aa,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1600x732,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,2,post_single,Screen 1,yruilm,1,continue,,11775.100000047683,11765.999999999998,11775.100000047683,11775.100000047683,11765.999999999998,11775.100000047683,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,HistoryFeels,"Nine days after Star Wars opened in 1977, Alec Guinness (Obi-Wan Kenobi) wrote in his diary: ‘Am pinning my hopes on Star Wars percentage which could bring me £100K or more if it does Jaws business, as predicted.’ He ended up earning an estimated $95 million for what amounted to 20 minutes of screen time.
When Star Wars premiered in May 1977, even its cast and crew had little idea of the cultural juggernaut it would become. Alec Guinness, already an accomplished actor with an Academy Award to his name, viewed his role as Obi-Wan Kenobi with some skepticism. In fact, he reportedly found some of the dialogue clunky and even doubted whether the film would resonate with audiences. Yet, shrewdly, Guinness negotiated a deal that included a small percentage of the film’s profits—something highly unusual at the time for an actor in his position.
Just nine days after the movie’s release, Guinness confided in his diary that he was hopeful the percentage might yield him around £100,000 if the film managed to perform like Spielberg’s Jaws. What unfolded was beyond his imagination: Star Wars exploded into a worldwide phenomenon, earning hundreds of millions and spawning a multi-decade franchise. Guinness’s share ultimately netted him an estimated $95 million over the years for less than half an hour of actual screen time.
His decision remains one of the most legendary deals in Hollywood history—a testament to foresight, negotiation, and a little bit of luck. Obi-Wan Kenobi became not only an iconic character but also a financial windfall Guinness could never have predicted.",star wars image.jpg,starwars ID.png,4,76,100,45,,,55,,,,,,starwars,1,filler
5,1758799043892,25/09/2025 11:17:23,1758799043892,1,25/09/2025 12:17:23,239176,3,task-qm8h,,49415676,BLINDED,14139727,,complete,,68d523c5de509805b45dc3aa,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1600x732,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,3,post_single,Screen 1,yruilm,1,continue,,4216.200000000004,4199.600000000002,4216.200000000004,4216.200000000004,4199.600000000002,4216.200000000004,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,Pauline G,Selling my handmade beautiful jewellery in Liverpool - this weekend. Please visit and buy yourself some jewellery you never knew you needed! ,jewel.jpg,pg.jpg,,87,78,43,32,3,,,,,,,jewellery,1,filler
6,1758799077423,25/09/2025 11:17:57,1758799077423,1,25/09/2025 12:17:57,239176,3,task-qm8h,,49415676,BLINDED,14139727,,complete,,68d523c5de509805b45dc3aa,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1600x732,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,4,post_single,Screen 1,yruilm,1,continue,,33547.80000000001,33531.100000000006,33547.80000000001,33547.80000000001,33531.100000000006,33547.80000000001,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,nasa,"Launching later this month, two new NASA missions will study bursts of solar energy that can impact technology and astronauts exploring space.

When the Sun’s magnetic fields reconnect and create a solar flare, it sends out streams of charged particles. NASA’s Interstellar Mapping and Acceleration Probe, or IMAP, will track this solar wind as it reaches the boundaries of the solar system and interacts with the local galactic neighborhood beyond.

IMAP will also be able to help provide real-time observations of the solar wind as it approaches Earth, providing about a half-hour’s warning of harmful radiation for spacecraft and astronauts. As Artemis astronauts venture beyond Earth’s magnetic protection to the Moon and Mars, IMAP’s data becomes ever more crucial to fill in missing puzzle pieces that will help mission planners predict and mitigate the effects of space weather.

It will share a ride to space with NASA’s Carruthers Geocorona Observatory. Carruthers will use its post nearly a million miles from Earth to view the exosphere, our home planet’s outermost atmospheric layer that plays a role in space weather.",nasa.png,nasaID.png,337,957,202,125,32,,45,,,,,,nasa,1,filler
7,1758799079550,25/09/2025 11:17:59,1758799079550,1,25/09/2025 12:17:59,239176,3,task-qm8h,,49415676,BLINDED,14139727,,complete,,68d523c5de509805b45dc3aa,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1600x732,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,5,post_single,Screen 1,yruilm,1,continue,,2143.9999999523134,2133.199999999997,2143.9999999523134,2143.9999999523134,2133.199999999997,2143.9999999523134,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,Hugo Spiers,"Fancy backing a film, supporting a crazy research expedition and helping enhance the lives of people in one of the most remote parts of our planet... ?! In 3 weeks I'll be leading a research expedition to understand the incredible knoweldge of indigenous sailors of the Marshall Islands. We we will be making a documentary about this research and bringing food and fishing gear to the atoll of Aur. Please donate $5 for our crowd funder!",hugopost.jpg,hugo.jpg,,543,0,4,3,,,,,,,,yacht,1,filler
8,1758799081247,25/09/2025 11:18:01,1758799081247,1,25/09/2025 12:18:01,239176,3,task-qm8h,,49415676,BLINDED,14139727,,complete,,68d523c5de509805b45dc3aa,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1600x732,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,6,post_single,Screen 1,yruilm,1,continue,,1708.7000000476837,1700.0999999999985,1708.7000000476837,1708.7000000476837,1700.0999999999985,1708.7000000476837,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,chad_s,There is no in between 🐶😂❤️,puppy image.png,puppyID.png,57,2,100,23,45,32,,,,,,,puppy,1,filler
9,1758799083090,25/09/2025 11:18:03,1758799083090,1,25/09/2025 12:18:03,239176,3,task-qm8h,,49415676,BLINDED,14139727,,complete,,68d523c5de509805b45dc3aa,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1600x732,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,7,post_single,Screen 1,yruilm,1,continue,,1849.699999999997,1833,1849.699999999997,1849.699999999997,1833,1849.699999999997,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,daily_hack_zone,Cooking secret 🤫 #KitchenHack #LifeHacks #WhiskTrick #SmartTips #EverydayHacks#cooking #momhacks,avo.gif,avoID.png,6,77483,3,3,,,,,,,lia_m,Great - if you can find a ripe one!,avocado,1,filler
10,1758799086443,25/09/2025 11:18:06,1758799086443,1,25/09/2025 12:18:06,239176,3,task-qm8h,,49415676,BLINDED,14139727,,complete,,68d523c5de509805b45dc3aa,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1600x732,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,8,post_single,Screen 1,yruilm,1,continue,,3370.600000047685,3366.4000000000015,3370.600000047685,3370.600000047685,3366.4000000000015,3370.600000047685,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,North London Council,"🌳 Help water our street trees this summer 🌞 Our street trees are feeling the heat and could use a little extra help to stay healthy and green 🥵 We’re lucky to have over 2,500 young trees across the borough, and while our teams are out daily watering them, young trees need up to 80 litres of water a week — especially during hot, dry weather.
Here’s how you can help: 💧If you’re walking by, top up the green watering bag,  pour water into the pipe, or water the soil around the tree 🚰 You can reuse rainwater, bath water, or even leftover washing-up water (it’s safe for the trees!) 🌅  Try to water in the morning or evening when it’s cooler — but any time helps. Trees clean our air, cool our streets, support birds and insects, and make our neighbourhoods more beautiful. Let’s return the favour and help them thrive! Thank you for helping to support our local trees 🙏",tree1.jpg,londoncouncil.jpg,,24,7,6,1,,,,,,,,trees,2,trees
11,1758799094043,25/09/2025 11:18:14,1758799094043,1,25/09/2025 12:18:14,239176,3,task-qm8h,,49415676,BLINDED,14139727,,complete,,68d523c5de509805b45dc3aa,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1600x732,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,9,post_single,Screen 1,yruilm,1,continue,,7604.399999976158,7599.600000000006,7604.399999976158,7604.399999976158,7599.600000000006,7604.399999976158,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,history of the World,"On an ordinary summer morning in 2005, a bored and restless Canadian named Kyle MacDonald sat at his desk, staring at a small red paperclip lying nearby. Out of nowhere, a wild, ridiculous idea struck him: *“What if I could trade this paperclip… and keep trading up until I get a house?”* His heart pounded. He laughed at the absurdity—but then decided to give it a try.
His first trade was simple: he posted a photo of the red paperclip online and someone offered him a novelty fish-shaped pen in exchange. That pen led to a hand-sculpted doorknob, then a camping stove, then a generator, and eventually a snowmobile. As his trades gained attention, people from across the internet followed his journey, and the offers became more bizarre and exciting. At one point, he traded for a recording contract, then for a role in an actual Hollywood film.
Finally, after just 14 trades, the town of Kipling in Saskatchewan made him an unbelievable offer: *“Give us the movie role, and we’ll give you a house.”* Kyle accepted—and moved into his new home, keys in hand. What began as a joke became an internet legend. He wrote a book called *One Red Paperclip""* and inspired millions with his creative thinking and fearless ambition. Sometimes, all it takes to change your life is a tiny red paperclip—and the courage to start your own crazy game.""",paperclip pic.png,paperclip ID.png,23,13,55,55,,,,,,,,,swaps,1,filler
12,1758799096451,25/09/2025 11:18:16,1758799096451,1,25/09/2025 12:18:16,239176,3,task-qm8h,,49415676,BLINDED,14139727,,complete,,68d523c5de509805b45dc3aa,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1600x732,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,10,post_single,Screen 1,yruilm,1,continue,,2412.6999999523105,2399.7999999999884,2412.6999999523105,2412.6999999523105,2399.7999999999884,2412.6999999523105,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,davidbeckham,Great evening with great company 🏆 @stellaartois 🍺 @arynasabalenka @nickjonas @rachelbrosnahan @mariasharapova,beckham.png,beckhamID.png,7868,2344,2480,2453,12,1,,14,,,,,beckham,1,filler
13,1758799098603,25/09/2025 11:18:18,1758799098603,1,25/09/2025 12:18:18,239176,3,task-qm8h,,49415676,BLINDED,14139727,,complete,,68d523c5de509805b45dc3aa,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1600x732,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,11,post_single,Screen 1,yruilm,1,continue,,2164.999999976164,2150,2164.999999976164,2164.999999976164,2150,2164.999999976164,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,natgeo,"Photo by @chrisburkard | Russia's remote, volcanic Kuril Islands sit along the Pacific Ring of Fire where runoff from the land creates dramatic color shifts in the water. The vibrant patterns are caused by suspended minerals and silt, constantly reshaped by tides and wind. In a region defined by isolation and tectonic unrest, even the ocean becomes a canvas of motion and change.",natgeo.png,natgoeID.png,45,98,30,3,22,,5,,,,gzh43_bristol,"Real, or AI??",natgeo,1,filler
14,1758799101113,25/09/2025 11:18:21,1758799101113,1,25/09/2025 12:18:21,239176,3,task-qm8h,,49415676,BLINDED,14139727,,complete,,68d523c5de509805b45dc3aa,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1600x732,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,12,post_single,Screen 1,yruilm,1,continue,,2516.3000000000175,2499.7000000000116,2516.3000000000175,2516.3000000000175,2499.7000000000116,2516.3000000000175,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,lyrics art,,lyricsPic.png,lyricsID.png,2,5,3,2,1,,,,,,,,lyrics,1,filler
15,1758799126811,25/09/2025 11:18:46,1758799126811,1,25/09/2025 12:18:46,239176,3,task-qm8h,,49415676,BLINDED,14139727,,complete,,68d523c5de509805b45dc3aa,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1600x732,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,13,post_single,Screen 1,yruilm,1,continue,,25723.799999976152,25715.199999999997,25723.799999976152,25723.799999976152,25715.199999999997,25723.799999976152,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,Barbel fishing,"I really can't remember a summer when I've spent so little time barbel fishing. It's been like 'groundhog day' week after week the Severn has remained low - only water from Clywedog, Lake Vyrnwy and various boreholes stopped the river being reduced to a mere trickle in places.
We've had to wait until halfway through September for a decent lump of water. Today at Shrewsbury, the river was carrying just over a metre of lovely coloured, fresh water - having risen steadily overnight.
Yesterday afternoon I fished pellets for 3 barbel and two chub and the river was just starting to colour up as I called it a day. Today's session was the usual one rod approach, but I'd decided that a meat attack might be the best bet to find a few bigger specimens.
There was nothing complicated about my set-up, a 3oz lead and a foot long hooklink armed with a size four hook. To add a bit of extra feed into the swim, I'd made up some PVA bags containing pellets and small pieces of luncheon meat.
Needless to say, sunken weed and twigs were ever present. That's only to be expected with the first floodwater of the season - but casting upstream and relatively close to the bank went some way to alleviating the problem.
Happily, my four hour session turned out to be very successful - six good sized barbel reminded me what I had been missing during the hot summer. Strangely enough, the biggest barbel was the first fish of the session and in lovely autumn sunshine too.",fish pic.png,fishID.png,2,6,8,2,1,,4,,,1,fishyPete,Nice!,fish,1,filler
16,1758799128750,25/09/2025 11:18:48,1758799128750,1,25/09/2025 12:18:48,239176,3,task-qm8h,,49415676,BLINDED,14139727,,complete,,68d523c5de509805b45dc3aa,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1600x732,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,14,post_single,Screen 1,yruilm,1,continue,,1947.199999999997,1933.5,1947.199999999997,1947.199999999997,1933.5,1947.199999999997,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,local dave,Just wanted to recommend a place to eat called Sarvs Slice. It serves Detroit style pizza and I have  been there twice this week. Absolutely amazing.,slice.png,slice ID.png,1,32,11,5,4,,,,2,,Chet_W5,"I do want to try Detroit style ,and that looks very good. Will check it out ",pizza,1,filler
17,1758799129625,25/09/2025 11:18:49,1758799129625,1,25/09/2025 12:18:49,239176,3,task-qm8h,,49415676,BLINDED,14139727,,complete,,68d523c5de509805b45dc3aa,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1600x732,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,15,post_single,Screen 1,yruilm,1,continue,,889.1999999999971,882.6999999999971,889.1999999999971,889.1999999999971,882.6999999999971,889.1999999999971,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,fashion_now567,Last Day 🔥 Promotion 50% OFF A Bluetooth fashion smartwatch.🔥 $85.69 redcued to $59.99 Save 30%. HURRY! ONLY 45 LEFT IN STOCK. 98% customer buy 2-4 items to use daily and gifts for their beloved one. Sale ending in 2:43 hours,watch1.jpg,,,87,0,45,13,,7,,,,fangirl444,GREAT!!!! ARRIVED QUICKLY AND SAVED ££££,watch,1,filler
18,1758799133509,25/09/2025 11:18:53,1758799133509,1,25/09/2025 12:18:53,239176,3,task-qm8h,,49415676,BLINDED,14139727,,complete,,68d523c5de509805b45dc3aa,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1600x732,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,16,post_single,Screen 1,yruilm,1,continue,,3890.600000023842,3883.199999999997,3890.600000023842,3890.600000023842,3883.199999999997,3890.600000023842,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,zachking,Guess the top speed of the Japanese bullet train!,train-ezgif.com-loop-count.gif,train.png,78,14539,547,322,,225,,,,,,,train,1,filler
19,1758799133518,25/09/2025 11:18:53,1758799133518,1,25/09/2025 12:18:53,239176,3,task-qm8h,,49415676,BLINDED,14139727,,complete,,68d523c5de509805b45dc3aa,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1600x732,,,0,T1 social media,11,Spreadsheet1,,,,,,,info,END,,,110747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1758799108754,25/09/2025 11:18:28,1758799108754,1,25/09/2025 12:18:28,239176,3,task-qm8h,,49415733,BLINDED,14139731,,complete,,68d523cec8f6704143160c5c,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1280x593,,,0,T1 social media,11,Spreadsheet1,,,,,,,info,BEGIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1758799124113,25/09/2025 11:18:44,1758799124113,1,25/09/2025 12:18:44,239176,3,task-qm8h,,49415733,BLINDED,14139731,,complete,,68d523cec8f6704143160c5c,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1280x593,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,1,instr,Screen 1,3y5lbv,1,continue,,15380.07199999106,15375.172,15380.07199999106,15380.07199999106,15375.172,15380.07199999106,1,0,0,,Click To Continue,Continue Button,2,object-23,instr,,,,,,,,,,,,,,,,,instr,,
3,1758799135408,25/09/2025 11:18:55,1758799135408,1,25/09/2025 12:18:55,239176,3,task-qm8h,,49415733,BLINDED,14139731,,complete,,68d523cec8f6704143160c5c,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1280x593,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,1,post_single,Screen 1,yruilm,1,action,heart,11277.099999999999,11277.099999999999,11293.599999999999,11277.099999999999,11277.099999999999,11293.599999999999,1,16.5,0,react,Social Media,Social Media,1,object-19,post_single,lyrics art,,lyricsPic.png,lyricsID.png,2,5,3,2,1,,,,,,,,lyrics,1,filler
4,1758799136983,25/09/2025 11:18:56,1758799136983,1,25/09/2025 12:18:56,239176,3,task-qm8h,,49415733,BLINDED,14139731,,complete,,68d523cec8f6704143160c5c,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1280x593,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,1,post_single,Screen 1,yruilm,1,continue,,12876.09999999404,12859.7,12876.09999999404,12876.09999999404,12859.7,12876.09999999404,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,lyrics art,,lyricsPic.png,lyricsID.png,2,5,3,2,1,,,,,,,,lyrics,1,filler
5,1758799136984,25/09/2025 11:18:56,1758799136984,1,25/09/2025 12:18:56,239176,3,task-qm8h,,49415733,BLINDED,14139731,,complete,,68d523cec8f6704143160c5c,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1280x593,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,1,post_single,Screen 1,yruilm,1,response,heart,11277.099999999999,12859.7,12876.400000000001,11277.099999999999,12859.7,12876.400000000001,1,1599.300000000003,0,react,Social Media,Social Media,1,object-19,post_single,lyrics art,,lyricsPic.png,lyricsID.png,2,5,3,2,1,,,,,,,,lyrics,1,filler
6,1758799193311,25/09/2025 11:19:53,1758799193311,1,25/09/2025 12:19:53,239176,3,task-qm8h,,49415733,BLINDED,14139731,,complete,,68d523cec8f6704143160c5c,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1280x593,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,2,post_single,Screen 1,yruilm,1,action,like,56337.100000000006,56337.100000000006,56345.19999999106,56337.100000000006,56337.100000000006,56345.19999999106,1,8.099999991056393,0,react,Social Media,Social Media,1,object-19,post_single,history of the World,"On an ordinary summer morning in 2005, a bored and restless Canadian named Kyle MacDonald sat at his desk, staring at a small red paperclip lying nearby. Out of nowhere, a wild, ridiculous idea struck him: *“What if I could trade this paperclip… and keep trading up until I get a house?”* His heart pounded. He laughed at the absurdity—but then decided to give it a try.
His first trade was simple: he posted a photo of the red paperclip online and someone offered him a novelty fish-shaped pen in exchange. That pen led to a hand-sculpted doorknob, then a camping stove, then a generator, and eventually a snowmobile. As his trades gained attention, people from across the internet followed his journey, and the offers became more bizarre and exciting. At one point, he traded for a recording contract, then for a role in an actual Hollywood film.
Finally, after just 14 trades, the town of Kipling in Saskatchewan made him an unbelievable offer: *“Give us the movie role, and we’ll give you a house.”* Kyle accepted—and moved into his new home, keys in hand. What began as a joke became an internet legend. He wrote a book called *One Red Paperclip""* and inspired millions with his creative thinking and fearless ambition. Sometimes, all it takes to change your life is a tiny red paperclip—and the courage to start your own crazy game.""",paperclip pic.png,paperclip ID.png,23,13,55,55,,,,,,,,,swaps,1,filler
7,1758799194915,25/09/2025 11:19:54,1758799194915,1,25/09/2025 12:19:54,239176,3,task-qm8h,,49415733,BLINDED,14139731,,complete,,68d523cec8f6704143160c5c,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1280x593,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,2,post_single,Screen 1,yruilm,1,continue,,57949.19999999106,57936.3,57949.19999999106,57949.19999999106,57936.3,57949.19999999106,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,history of the World,"On an ordinary summer morning in 2005, a bored and restless Canadian named Kyle MacDonald sat at his desk, staring at a small red paperclip lying nearby. Out of nowhere, a wild, ridiculous idea struck him: *“What if I could trade this paperclip… and keep trading up until I get a house?”* His heart pounded. He laughed at the absurdity—but then decided to give it a try.
His first trade was simple: he posted a photo of the red paperclip online and someone offered him a novelty fish-shaped pen in exchange. That pen led to a hand-sculpted doorknob, then a camping stove, then a generator, and eventually a snowmobile. As his trades gained attention, people from across the internet followed his journey, and the offers became more bizarre and exciting. At one point, he traded for a recording contract, then for a role in an actual Hollywood film.
Finally, after just 14 trades, the town of Kipling in Saskatchewan made him an unbelievable offer: *“Give us the movie role, and we’ll give you a house.”* Kyle accepted—and moved into his new home, keys in hand. What began as a joke became an internet legend. He wrote a book called *One Red Paperclip""* and inspired millions with his creative thinking and fearless ambition. Sometimes, all it takes to change your life is a tiny red paperclip—and the courage to start your own crazy game.""",paperclip pic.png,paperclip ID.png,23,13,55,55,,,,,,,,,swaps,1,filler
8,1758799194916,25/09/2025 11:19:54,1758799194916,1,25/09/2025 12:19:54,239176,3,task-qm8h,,49415733,BLINDED,14139731,,complete,,68d523cec8f6704143160c5c,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1280x593,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,2,post_single,Screen 1,yruilm,1,response,like,56337.100000000006,57936.3,57950.00000000298,56337.100000000006,57936.3,57950.00000000298,1,1612.9000000029773,0,react,Social Media,Social Media,1,object-19,post_single,history of the World,"On an ordinary summer morning in 2005, a bored and restless Canadian named Kyle MacDonald sat at his desk, staring at a small red paperclip lying nearby. Out of nowhere, a wild, ridiculous idea struck him: *“What if I could trade this paperclip… and keep trading up until I get a house?”* His heart pounded. He laughed at the absurdity—but then decided to give it a try.
His first trade was simple: he posted a photo of the red paperclip online and someone offered him a novelty fish-shaped pen in exchange. That pen led to a hand-sculpted doorknob, then a camping stove, then a generator, and eventually a snowmobile. As his trades gained attention, people from across the internet followed his journey, and the offers became more bizarre and exciting. At one point, he traded for a recording contract, then for a role in an actual Hollywood film.
Finally, after just 14 trades, the town of Kipling in Saskatchewan made him an unbelievable offer: *“Give us the movie role, and we’ll give you a house.”* Kyle accepted—and moved into his new home, keys in hand. What began as a joke became an internet legend. He wrote a book called *One Red Paperclip""* and inspired millions with his creative thinking and fearless ambition. Sometimes, all it takes to change your life is a tiny red paperclip—and the courage to start your own crazy game.""",paperclip pic.png,paperclip ID.png,23,13,55,55,,,,,,,,,swaps,1,filler
9,1758799197361,25/09/2025 11:19:57,1758799197361,1,25/09/2025 12:19:57,239176,3,task-qm8h,,49415733,BLINDED,14139731,,complete,,68d523cec8f6704143160c5c,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1280x593,,,0,T1 social media,11,Spreadsheet1,Spreadsheet1,3,post_single,Screen 1,yruilm,1,continue,,2459.2000000029802,2448.899999999994,2459.2000000029802,2459.2000000029802,2448.899999999994,2459.2000000029802,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,chad_s,There is no in between 🐶😂❤️,puppy image.png,puppyID.png,57,2,100,23,45,32,,,,,,,puppy,1,filler
