Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: question,Spreadsheet: correct_answer,Spreadsheet: feedback,randomiser-wisg
24,1758456661140,21/09/2025 12:11,1758460261140,1,21/09/2025 14:11,238955,3,task-3rn9,,49330039,BLINDED,14114621,,complete,,68cfe740d7702b3e52e682af,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,3440x1440,1517x1266,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,8,test item,Screen 2,9ngvmk,1,continue,,1980.3999999999942,1980.3999999999942,1980.3999999999942,1980.3999999999942,1980.3999999999942,1980.3999999999942,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,"In the first of a series of swaps, Kyle traded a red paper-clip for a pair of flip flops",false,"His first swap was for a novelty pen, and his last was for a house. ",sep_blocks
25,1758456668969,21/09/2025 12:11,1758460268969,1,21/09/2025 14:11,238955,3,task-3rn9,,49330039,BLINDED,14114621,,complete,,68cfe740d7702b3e52e682af,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,3440x1440,1517x1266,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,8,test item,test,qfehmk,2,response,true,7829.500000035769,7821.600000000006,7829.500000035769,7829.500000035769,7821.600000000006,7829.500000035769,0,0,0,,Click Response,true response,8,object-13,test item,"In the first of a series of swaps, Kyle traded a red paper-clip for a pair of flip flops",false,"His first swap was for a novelty pen, and his last was for a house. ",sep_blocks
26,1758456670632,21/09/2025 12:11,1758460270632,1,21/09/2025 14:11,238955,3,task-3rn9,,49330039,BLINDED,14114621,,complete,,68cfe740d7702b3e52e682af,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,3440x1440,1517x1266,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,8,test item,test,qfehmk,2,response,next,9492.500000035769,9491.800000000003,9492.500000035769,9492.500000035769,9491.800000000003,9492.500000035769,0,0,0,,Click Response,Click To Continue,7,object-22,test item,"In the first of a series of swaps, Kyle traded a red paper-clip for a pair of flip flops",false,"His first swap was for a novelty pen, and his last was for a house. ",sep_blocks
27,1758456670633,21/09/2025 12:11,1758460270633,1,21/09/2025 14:11,238955,3,task-3rn9,,49330039,BLINDED,14114621,,complete,,68cfe740d7702b3e52e682af,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,3440x1440,1517x1266,,,0,Memory Test,5,Spreadsheet1,,,,,,,info,END,,,75208,,,,,,,,,,,,,,,,sep_blocks
1,1758456750647,21/09/2025 12:12,1758460350647,1,21/09/2025 14:12,238955,3,task-3rn9,,49330064,BLINDED,14114644,,complete,,68cfe99585a3eef241bc98ab,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1463x915,1463x769,,,0,Memory Test,5,Spreadsheet1,,,,,,,info,BEGIN,,,,,,,,,,,,,,,,,,,sep_blocks
2,1758456752487,21/09/2025 12:12,1758460352487,1,21/09/2025 14:12,238955,3,task-3rn9,,49330064,BLINDED,14114644,,complete,,68cfe99585a3eef241bc98ab,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1463x915,1463x769,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,1,instructions,instr,fd1y9j,1,continue,,1845.8019999955295,1833.502,1845.8019999955295,1845.8019999955295,1833.502,1845.8019999955295,1,0,0,,Click To Continue,Continue Button,2,object-21,instructions,,,,sep_blocks
3,1758456754441,21/09/2025 12:12,1758460354441,1,21/09/2025 14:12,238955,3,task-3rn9,,49330064,BLINDED,14114644,,complete,,68cfe99585a3eef241bc98ab,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1463x915,1463x769,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,1,test item,Screen 2,9ngvmk,1,continue,,1966.4,1966.4,1966.4,1966.4,1966.4,1966.4,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,"When watering street trees, you can pour water in the soil, down the pipe or into the green bag",true,Watering any of these locations will help our trees,sep_blocks
4,1758456765517,21/09/2025 12:12,1758460365517,1,21/09/2025 14:12,238955,3,task-3rn9,,49330064,BLINDED,14114644,,complete,,68cfe99585a3eef241bc98ab,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1463x915,1463x769,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,1,test item,test,qfehmk,2,response,true,11076.39999999553,11066.7,11076.39999999553,11076.39999999553,11066.7,11076.39999999553,1,0,0,,Click Response,true response,8,object-13,test item,"When watering street trees, you can pour water in the soil, down the pipe or into the green bag",true,Watering any of these locations will help our trees,sep_blocks
5,1758456767981,21/09/2025 12:12,1758460367981,1,21/09/2025 14:12,238955,3,task-3rn9,,49330064,BLINDED,14114644,,complete,,68cfe99585a3eef241bc98ab,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1463x915,1463x769,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,1,test item,test,qfehmk,2,response,next,13540.49999999702,13533.2,13540.49999999702,13540.49999999702,13533.2,13540.49999999702,0,0,0,,Click Response,Click To Continue,7,object-22,test item,"When watering street trees, you can pour water in the soil, down the pipe or into the green bag",true,Watering any of these locations will help our trees,sep_blocks
6,1758456769940,21/09/2025 12:12,1758460369940,1,21/09/2025 14:12,238955,3,task-3rn9,,49330064,BLINDED,14114644,,complete,,68cfe99585a3eef241bc98ab,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1463x915,1463x769,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,2,test item,Screen 2,9ngvmk,1,continue,,1966.7000000000007,1966.7000000000007,1966.7000000000007,1966.7000000000007,1966.7000000000007,1966.7000000000007,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,"When watering trees, it is safe to use washing up liquid to water trees",true,Washing up liquid won't harm the trees at all,sep_blocks
7,1758456772380,21/09/2025 12:12,1758460372380,1,21/09/2025 14:12,238955,3,task-3rn9,,49330064,BLINDED,14114644,,complete,,68cfe99585a3eef241bc98ab,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1463x915,1463x769,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,2,test item,test,qfehmk,2,response,false,2439.999999995529,2433.399999999998,2439.999999995529,2439.999999995529,2433.399999999998,2439.999999995529,0,0,0,,Click Response,false response,9,object-11,test item,"When watering trees, it is safe to use washing up liquid to water trees",true,Washing up liquid won't harm the trees at all,sep_blocks
8,1758456774339,21/09/2025 12:12,1758460374339,1,21/09/2025 14:12,238955,3,task-3rn9,,49330064,BLINDED,14114644,,complete,,68cfe99585a3eef241bc98ab,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1463x915,1463x769,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,2,test item,test,qfehmk,2,response,next,4399.299999999999,4383.200000000001,4399.299999999999,4399.299999999999,4383.200000000001,4399.299999999999,0,0,0,,Click Response,Click To Continue,7,object-22,test item,"When watering trees, it is safe to use washing up liquid to water trees",true,Washing up liquid won't harm the trees at all,sep_blocks
9,1758456776291,21/09/2025 12:12,1758460376291,1,21/09/2025 14:12,238955,3,task-3rn9,,49330064,BLINDED,14114644,,complete,,68cfe99585a3eef241bc98ab,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1463x915,1463x769,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,3,test item,Screen 2,9ngvmk,1,continue,,1966.8999999999978,1966.8999999999978,1966.8999999999978,1966.8999999999978,1966.8999999999978,1966.8999999999978,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,Obi-Wan Kenobi only appears for 20 mins in Star Wars in the original Star Wars movie,true,The actor Alex Guinnes ended up earning an estimated $95 million from his appearence,sep_blocks
10,1758456780309,21/09/2025 12:13,1758460380309,1,21/09/2025 14:13,238955,3,task-3rn9,,49330064,BLINDED,14114644,,complete,,68cfe99585a3eef241bc98ab,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1463x915,1463x769,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,3,test item,test,qfehmk,2,response,true,4016.4999999999964,3999.7999999999993,4016.4999999999964,4016.4999999999964,3999.7999999999993,4016.4999999999964,1,0,0,,Click Response,true response,8,object-13,test item,Obi-Wan Kenobi only appears for 20 mins in Star Wars in the original Star Wars movie,true,The actor Alex Guinnes ended up earning an estimated $95 million from his appearence,sep_blocks
11,1758456808581,21/09/2025 12:13,1758460408581,1,21/09/2025 14:13,238955,3,task-3rn9,,49330064,BLINDED,14114644,,complete,,68cfe99585a3eef241bc98ab,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1463x915,1463x769,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,3,test item,test,qfehmk,2,response,next,32290.39999999553,32283.2,32290.39999999553,32290.39999999553,32283.2,32290.39999999553,0,0,0,,Click Response,Click To Continue,7,object-22,test item,Obi-Wan Kenobi only appears for 20 mins in Star Wars in the original Star Wars movie,true,The actor Alex Guinnes ended up earning an estimated $95 million from his appearence,sep_blocks
12,1758456810541,21/09/2025 12:13,1758460410541,1,21/09/2025 14:13,238955,3,task-3rn9,,49330064,BLINDED,14114644,,complete,,68cfe99585a3eef241bc98ab,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1463x915,1463x769,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,4,test item,Screen 2,9ngvmk,1,continue,,1966.4000000000015,1966.4000000000015,1966.4000000000015,1966.4000000000015,1966.4000000000015,1966.4000000000015,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,The remote Kuril Islands are Russian territories ,true,They are located along the Pacific Ring of Fire ,sep_blocks
13,1758456814341,21/09/2025 12:13,1758460414341,1,21/09/2025 14:13,238955,3,task-3rn9,,49330064,BLINDED,14114644,,complete,,68cfe99585a3eef241bc98ab,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1463x915,1463x769,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,4,test item,test,qfehmk,2,response,true,3800.5999999999985,3783.699999999997,3800.5999999999985,3800.5999999999985,3783.699999999997,3800.5999999999985,1,0,0,,Click Response,true response,8,object-13,test item,The remote Kuril Islands are Russian territories ,true,They are located along the Pacific Ring of Fire ,sep_blocks
14,1758456815884,21/09/2025 12:13,1758460415884,1,21/09/2025 14:13,238955,3,task-3rn9,,49330064,BLINDED,14114644,,complete,,68cfe99585a3eef241bc98ab,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1463x915,1463x769,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,4,test item,test,qfehmk,2,response,next,5343.5999999999985,5333.700000000004,5343.5999999999985,5343.5999999999985,5333.700000000004,5343.5999999999985,0,0,0,,Click Response,Click To Continue,7,object-22,test item,The remote Kuril Islands are Russian territories ,true,They are located along the Pacific Ring of Fire ,sep_blocks
15,1758456817841,21/09/2025 12:13,1758460417841,1,21/09/2025 14:13,238955,3,task-3rn9,,49330064,BLINDED,14114644,,complete,,68cfe99585a3eef241bc98ab,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1463x915,1463x769,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,5,test item,Screen 2,9ngvmk,1,continue,,1966.5999999999913,1966.5999999999913,1966.5999999999913,1966.5999999999913,1966.5999999999913,1966.5999999999913,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,"In the first of a series of swaps, Kyle traded a red paper-clip for a pair of flip flops",false,"His first swap was for a novelty pen, and his last was for a house. ",sep_blocks
16,1758456821612,21/09/2025 12:13,1758460421612,1,21/09/2025 14:13,238955,3,task-3rn9,,49330064,BLINDED,14114644,,complete,,68cfe99585a3eef241bc98ab,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1463x915,1463x769,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,5,test item,test,qfehmk,2,response,true,3771.3999999940424,3766.300000000003,3771.3999999940424,3771.3999999940424,3766.300000000003,3771.3999999940424,0,0,0,,Click Response,true response,8,object-13,test item,"In the first of a series of swaps, Kyle traded a red paper-clip for a pair of flip flops",false,"His first swap was for a novelty pen, and his last was for a house. ",sep_blocks
17,1758456823556,21/09/2025 12:13,1758460423556,1,21/09/2025 14:13,238955,3,task-3rn9,,49330064,BLINDED,14114644,,complete,,68cfe99585a3eef241bc98ab,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1463x915,1463x769,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,5,test item,test,qfehmk,2,response,next,5715.399999994042,5699.900000000009,5715.399999994042,5715.399999994042,5699.900000000009,5715.399999994042,0,0,0,,Click Response,Click To Continue,7,object-22,test item,"In the first of a series of swaps, Kyle traded a red paper-clip for a pair of flip flops",false,"His first swap was for a novelty pen, and his last was for a house. ",sep_blocks
18,1758456825508,21/09/2025 12:13,1758460425508,1,21/09/2025 14:13,238955,3,task-3rn9,,49330064,BLINDED,14114644,,complete,,68cfe99585a3eef241bc98ab,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1463x915,1463x769,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,6,test item,Screen 2,9ngvmk,1,continue,,1966.8999999999942,1966.8999999999942,1966.8999999999942,1966.8999999999942,1966.8999999999942,1966.8999999999942,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,It is best to water trees when its hot in the middle of the day,false,"Anytime will help, but it's best to water trees in the cooler part of the day, during the morning or evening",sep_blocks
19,1758456828284,21/09/2025 12:13,1758460428284,1,21/09/2025 14:13,238955,3,task-3rn9,,49330064,BLINDED,14114644,,complete,,68cfe99585a3eef241bc98ab,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1463x915,1463x769,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,6,test item,test,qfehmk,2,response,false,2776.7999999970198,2766.300000000003,2776.7999999970198,2776.7999999970198,2766.300000000003,2776.7999999970198,1,0,0,,Click Response,false response,9,object-11,test item,It is best to water trees when its hot in the middle of the day,false,"Anytime will help, but it's best to water trees in the cooler part of the day, during the morning or evening",sep_blocks
20,1758456829251,21/09/2025 12:13,1758460429251,1,21/09/2025 14:13,238955,3,task-3rn9,,49330064,BLINDED,14114644,,complete,,68cfe99585a3eef241bc98ab,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1463x915,1463x769,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,6,test item,test,qfehmk,2,response,next,3744.1999999955297,3733.100000000006,3744.1999999955297,3744.1999999955297,3733.100000000006,3744.1999999955297,0,0,0,,Click Response,Click To Continue,7,object-22,test item,It is best to water trees when its hot in the middle of the day,false,"Anytime will help, but it's best to water trees in the cooler part of the day, during the morning or evening",sep_blocks
21,1758456831208,21/09/2025 12:13,1758460431208,1,21/09/2025 14:13,238955,3,task-3rn9,,49330064,BLINDED,14114644,,complete,,68cfe99585a3eef241bc98ab,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1463x915,1463x769,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,7,test item,Screen 2,9ngvmk,1,continue,,1966.699999999997,1966.699999999997,1966.699999999997,1966.699999999997,1966.699999999997,1966.699999999997,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,Young trees need up to 8 litres of water a day,false,Young trees need up to 80 litres of water a day,sep_blocks
22,1758456833499,21/09/2025 12:13,1758460433499,1,21/09/2025 14:13,238955,3,task-3rn9,,49330064,BLINDED,14114644,,complete,,68cfe99585a3eef241bc98ab,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1463x915,1463x769,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,7,test item,test,qfehmk,2,response,true,2292.199999999997,2284,2292.199999999997,2292.199999999997,2284,2292.199999999997,0,0,0,,Click Response,true response,8,object-13,test item,Young trees need up to 8 litres of water a day,false,Young trees need up to 80 litres of water a day,sep_blocks
23,1758456834499,21/09/2025 12:13,1758460434499,1,21/09/2025 14:13,238955,3,task-3rn9,,49330064,BLINDED,14114644,,complete,,68cfe99585a3eef241bc98ab,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1463x915,1463x769,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,7,test item,test,qfehmk,2,response,next,3292.2999999940366,3283.899999999994,3292.2999999940366,3292.2999999940366,3283.899999999994,3292.2999999940366,0,0,0,,Click Response,Click To Continue,7,object-22,test item,Young trees need up to 8 litres of water a day,false,Young trees need up to 80 litres of water a day,sep_blocks
24,1758456836458,21/09/2025 12:13,1758460436458,1,21/09/2025 14:13,238955,3,task-3rn9,,49330064,BLINDED,14114644,,complete,,68cfe99585a3eef241bc98ab,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1463x915,1463x769,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,8,test item,Screen 2,9ngvmk,1,continue,,1965.800000000003,1965.800000000003,1965.800000000003,1965.800000000003,1965.800000000003,1965.800000000003,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,NASA's new IMAP probe will give a new insight into puzzling spots on the surfact of the sun,false,IMAP will measure the streams of charged particle that create solar flares,sep_blocks
25,1758456840472,21/09/2025 12:14,1758460440472,1,21/09/2025 14:14,238955,3,task-3rn9,,49330064,BLINDED,14114644,,complete,,68cfe99585a3eef241bc98ab,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1463x915,1463x769,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,8,test item,test,qfehmk,2,response,true,4015.5,4000,4015.5,4015.5,4000,4015.5,0,0,0,,Click Response,true response,8,object-13,test item,NASA's new IMAP probe will give a new insight into puzzling spots on the surfact of the sun,false,IMAP will measure the streams of charged particle that create solar flares,sep_blocks
26,1758456841343,21/09/2025 12:14,1758460441343,1,21/09/2025 14:14,238955,3,task-3rn9,,49330064,BLINDED,14114644,,complete,,68cfe99585a3eef241bc98ab,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1463x915,1463x769,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,8,test item,test,qfehmk,2,response,next,4886.0999999940395,4883.300000000003,4886.0999999940395,4886.0999999940395,4883.300000000003,4886.0999999940395,0,0,0,,Click Response,Click To Continue,7,object-22,test item,NASA's new IMAP probe will give a new insight into puzzling spots on the surfact of the sun,false,IMAP will measure the streams of charged particle that create solar flares,sep_blocks
27,1758456841344,21/09/2025 12:14,1758460441344,1,21/09/2025 14:14,238955,3,task-3rn9,,49330064,BLINDED,14114644,,complete,,68cfe99585a3eef241bc98ab,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1463x915,1463x769,,,0,Memory Test,5,Spreadsheet1,,,,,,,info,END,,,90658,,,,,,,,,,,,,,,,sep_blocks
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
