Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: question,Spreadsheet: correct_answer,Spreadsheet: feedback,randomiser-wisg
19,1758455232561,21/09/2025 11:47,1758458832561,1,21/09/2025 13:47,238955,3,task-3rn9,,49329719,BLINDED,14114580,,complete,,68cfe40fa275284e0fd0dee2,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,834x1194,1194x727,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,6,test item,test,qfehmk,2,response,false,2417,2401,2417,2417,2401,2417,0,0,0,,Click Response,false response,9,object-11,test item,The remote Kuril Islands are Russian territories ,true,They are located along the Pacific Ring of Fire ,sep_blocks
20,1758455233803,21/09/2025 11:47,1758458833803,1,21/09/2025 13:47,238955,3,task-3rn9,,49329719,BLINDED,14114580,,complete,,68cfe40fa275284e0fd0dee2,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,834x1194,1194x727,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,6,test item,test,qfehmk,2,response,next,3664,3652,3664,3664,3652,3664,0,0,0,,Click Response,Click To Continue,7,object-22,test item,The remote Kuril Islands are Russian territories ,true,They are located along the Pacific Ring of Fire ,sep_blocks
21,1758455235759,21/09/2025 11:47,1758458835759,1,21/09/2025 13:47,238955,3,task-3rn9,,49329719,BLINDED,14114580,,complete,,68cfe40fa275284e0fd0dee2,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,834x1194,1194x727,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,7,test item,Screen 2,9ngvmk,1,continue,,1967,1967,1967,1967,1967,1967,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,Young trees need up to 8 litres of water a day,false,Young trees need up to 80 litres of water a day,sep_blocks
22,1758455237596,21/09/2025 11:47,1758458837596,1,21/09/2025 13:47,238955,3,task-3rn9,,49329719,BLINDED,14114580,,complete,,68cfe40fa275284e0fd0dee2,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,834x1194,1194x727,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,7,test item,test,qfehmk,2,response,true,1835,1818,1835,1835,1818,1835,0,0,0,,Click Response,true response,8,object-13,test item,Young trees need up to 8 litres of water a day,false,Young trees need up to 80 litres of water a day,sep_blocks
23,1758455238794,21/09/2025 11:47,1758458838794,1,21/09/2025 13:47,238955,3,task-3rn9,,49329719,BLINDED,14114580,,complete,,68cfe40fa275284e0fd0dee2,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,834x1194,1194x727,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,7,test item,test,qfehmk,2,response,next,3035,3018,3035,3035,3018,3035,0,0,0,,Click Response,Click To Continue,7,object-22,test item,Young trees need up to 8 litres of water a day,false,Young trees need up to 80 litres of water a day,sep_blocks
24,1758455240744,21/09/2025 11:47,1758458840744,1,21/09/2025 13:47,238955,3,task-3rn9,,49329719,BLINDED,14114580,,complete,,68cfe40fa275284e0fd0dee2,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,834x1194,1194x727,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,8,test item,Screen 2,9ngvmk,1,continue,,1968,1968,1968,1968,1968,1968,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,"When watering street trees, you can pour water in the soil, down the pipe or into the green bag",true,Watering any of these locations will help our trees,sep_blocks
25,1758455243567,21/09/2025 11:47,1758458843567,1,21/09/2025 13:47,238955,3,task-3rn9,,49329719,BLINDED,14114580,,complete,,68cfe40fa275284e0fd0dee2,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,834x1194,1194x727,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,8,test item,test,qfehmk,2,response,true,2818,2801,2818,2818,2801,2818,1,0,0,,Click Response,true response,8,object-13,test item,"When watering street trees, you can pour water in the soil, down the pipe or into the green bag",true,Watering any of these locations will help our trees,sep_blocks
26,1758455244416,21/09/2025 11:47,1758458844416,1,21/09/2025 13:47,238955,3,task-3rn9,,49329719,BLINDED,14114580,,complete,,68cfe40fa275284e0fd0dee2,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,834x1194,1194x727,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,8,test item,test,qfehmk,2,response,next,3668,3651,3668,3668,3651,3668,0,0,0,,Click Response,Click To Continue,7,object-22,test item,"When watering street trees, you can pour water in the soil, down the pipe or into the green bag",true,Watering any of these locations will help our trees,sep_blocks
27,1758455244418,21/09/2025 11:47,1758458844418,1,21/09/2025 13:47,238955,3,task-3rn9,,49329719,BLINDED,14114580,,complete,,68cfe40fa275284e0fd0dee2,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,834x1194,1194x727,,,0,Memory Test,5,Spreadsheet1,,,,,,,info,END,,,55132,,,,,,,,,,,,,,,,sep_blocks
1,1758455697154,21/09/2025 11:54,1758459297154,1,21/09/2025 13:54,238955,3,task-3rn9,,49329840,BLINDED,14114583,,complete,,68cfe430dc8c53a38dcb5097,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x919,,,0,Memory Test,5,Spreadsheet1,,,,,,,info,BEGIN,,,,,,,,,,,,,,,,,,,sep_blocks
2,1758455700738,21/09/2025 11:55,1758459300738,1,21/09/2025 13:55,238955,3,task-3rn9,,49329840,BLINDED,14114583,,complete,,68cfe430dc8c53a38dcb5097,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x919,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,1,instructions,instr,fd1y9j,1,continue,,3598.3000000238417,3583.499999999999,3598.3000000238417,3598.3000000238417,3583.499999999999,3598.3000000238417,1,0,0,,Click To Continue,Continue Button,2,object-21,instructions,,,,sep_blocks
3,1758455702690,21/09/2025 11:55,1758459302690,1,21/09/2025 13:55,238955,3,task-3rn9,,49329840,BLINDED,14114583,,complete,,68cfe430dc8c53a38dcb5097,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x919,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,1,test item,Screen 2,9ngvmk,1,continue,,1966.6000000000004,1966.6000000000004,1966.6000000000004,1966.6000000000004,1966.6000000000004,1966.6000000000004,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,NASA's new IMAP probe will give a new insight into puzzling spots on the surfact of the sun,false,IMAP will measure the streams of charged particle that create solar flares,sep_blocks
4,1758455708471,21/09/2025 11:55,1758459308471,1,21/09/2025 13:55,238955,3,task-3rn9,,49329840,BLINDED,14114583,,complete,,68cfe430dc8c53a38dcb5097,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x919,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,1,test item,test,qfehmk,2,response,true,5781.400000011921,5767.300000000001,5781.400000011921,5781.400000011921,5767.300000000001,5781.400000011921,0,0,0,,Click Response,true response,8,object-13,test item,NASA's new IMAP probe will give a new insight into puzzling spots on the surfact of the sun,false,IMAP will measure the streams of charged particle that create solar flares,sep_blocks
5,1758455719681,21/09/2025 11:55,1758459319681,1,21/09/2025 13:55,238955,3,task-3rn9,,49329840,BLINDED,14114583,,complete,,68cfe430dc8c53a38dcb5097,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x919,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,1,test item,test,qfehmk,2,response,next,16991.90000001192,16984.5,16991.90000001192,16991.90000001192,16984.5,16991.90000001192,0,0,0,,Click Response,Click To Continue,7,object-22,test item,NASA's new IMAP probe will give a new insight into puzzling spots on the surfact of the sun,false,IMAP will measure the streams of charged particle that create solar flares,sep_blocks
6,1758455721641,21/09/2025 11:55,1758459321641,1,21/09/2025 13:55,238955,3,task-3rn9,,49329840,BLINDED,14114583,,complete,,68cfe430dc8c53a38dcb5097,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x919,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,2,test item,Screen 2,9ngvmk,1,continue,,1966.699999999997,1966.699999999997,1966.699999999997,1966.699999999997,1966.699999999997,1966.699999999997,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,The remote Kuril Islands are Russian territories ,true,They are located along the Pacific Ring of Fire ,sep_blocks
7,1758455725463,21/09/2025 11:55,1758459325463,1,21/09/2025 13:55,238955,3,task-3rn9,,49329840,BLINDED,14114583,,complete,,68cfe430dc8c53a38dcb5097,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x919,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,2,test item,test,qfehmk,2,response,true,3822.7999999761596,3816.9000000000015,3822.7999999761596,3822.7999999761596,3816.9000000000015,3822.7999999761596,1,0,0,,Click Response,true response,8,object-13,test item,The remote Kuril Islands are Russian territories ,true,They are located along the Pacific Ring of Fire ,sep_blocks
8,1758455732079,21/09/2025 11:55,1758459332079,1,21/09/2025 13:55,238955,3,task-3rn9,,49329840,BLINDED,14114583,,complete,,68cfe430dc8c53a38dcb5097,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x919,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,2,test item,test,qfehmk,2,response,next,10438.700000011922,10434,10438.700000011922,10438.700000011922,10434,10438.700000011922,0,0,0,,Click Response,Click To Continue,7,object-22,test item,The remote Kuril Islands are Russian territories ,true,They are located along the Pacific Ring of Fire ,sep_blocks
9,1758455734042,21/09/2025 11:55,1758459334042,1,21/09/2025 13:55,238955,3,task-3rn9,,49329840,BLINDED,14114583,,complete,,68cfe430dc8c53a38dcb5097,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x919,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,3,test item,Screen 2,9ngvmk,1,continue,,1966.7000000000044,1966.7000000000044,1966.7000000000044,1966.7000000000044,1966.7000000000044,1966.7000000000044,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,"When watering street trees, you can pour water in the soil, down the pipe or into the green bag",true,Watering any of these locations will help our trees,sep_blocks
10,1758455740133,21/09/2025 11:55,1758459340133,1,21/09/2025 13:55,238955,3,task-3rn9,,49329840,BLINDED,14114583,,complete,,68cfe430dc8c53a38dcb5097,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x919,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,3,test item,test,qfehmk,2,response,true,6092.000000011918,6083.5,6092.000000011918,6092.000000011918,6083.5,6092.000000011918,1,0,0,,Click Response,true response,8,object-13,test item,"When watering street trees, you can pour water in the soil, down the pipe or into the green bag",true,Watering any of these locations will help our trees,sep_blocks
11,1758455746409,21/09/2025 11:55,1758459346409,1,21/09/2025 13:55,238955,3,task-3rn9,,49329840,BLINDED,14114583,,complete,,68cfe430dc8c53a38dcb5097,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x919,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,3,test item,test,qfehmk,2,response,next,12368.099999976155,12367.299999999996,12368.099999976155,12368.099999976155,12367.299999999996,12368.099999976155,0,0,0,,Click Response,Click To Continue,7,object-22,test item,"When watering street trees, you can pour water in the soil, down the pipe or into the green bag",true,Watering any of these locations will help our trees,sep_blocks
12,1758455748376,21/09/2025 11:55,1758459348376,1,21/09/2025 13:55,238955,3,task-3rn9,,49329840,BLINDED,14114583,,complete,,68cfe430dc8c53a38dcb5097,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x919,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,4,test item,Screen 2,9ngvmk,1,continue,,1966.800000000003,1966.800000000003,1966.800000000003,1966.800000000003,1966.800000000003,1966.800000000003,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,Obi-Wan Kenobi only appears for 20 mins in Star Wars in the original Star Wars movie,true,The actor Alex Guinnes ended up earning an estimated $95 million from his appearence,sep_blocks
13,1758455752899,21/09/2025 11:55,1758459352899,1,21/09/2025 13:55,238955,3,task-3rn9,,49329840,BLINDED,14114583,,complete,,68cfe430dc8c53a38dcb5097,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x919,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,4,test item,test,qfehmk,2,response,true,4523.5999999999985,4516.799999999996,4523.5999999999985,4523.5999999999985,4516.799999999996,4523.5999999999985,1,0,0,,Click Response,true response,8,object-13,test item,Obi-Wan Kenobi only appears for 20 mins in Star Wars in the original Star Wars movie,true,The actor Alex Guinnes ended up earning an estimated $95 million from his appearence,sep_blocks
14,1758455760712,21/09/2025 11:56,1758459360712,1,21/09/2025 13:56,238955,3,task-3rn9,,49329840,BLINDED,14114583,,complete,,68cfe430dc8c53a38dcb5097,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x919,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,4,test item,test,qfehmk,2,response,next,12336.999999976157,12334.299999999996,12336.999999976157,12336.999999976157,12334.299999999996,12336.999999976157,0,0,0,,Click Response,Click To Continue,7,object-22,test item,Obi-Wan Kenobi only appears for 20 mins in Star Wars in the original Star Wars movie,true,The actor Alex Guinnes ended up earning an estimated $95 million from his appearence,sep_blocks
15,1758455762677,21/09/2025 11:56,1758459362677,1,21/09/2025 13:56,238955,3,task-3rn9,,49329840,BLINDED,14114583,,complete,,68cfe430dc8c53a38dcb5097,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x919,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,5,test item,Screen 2,9ngvmk,1,continue,,1966.5,1966.5,1966.5,1966.5,1966.5,1966.5,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,"In the first of a series of swaps, Kyle traded a red paper-clip for a pair of flip flops",false,"His first swap was for a novelty pen, and his last was for a house. ",sep_blocks
16,1758455768533,21/09/2025 11:56,1758459368533,1,21/09/2025 13:56,238955,3,task-3rn9,,49329840,BLINDED,14114583,,complete,,68cfe430dc8c53a38dcb5097,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x919,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,5,test item,test,qfehmk,2,response,true,5856.900000023845,5850.600000000006,5856.900000023845,5856.900000023845,5850.600000000006,5856.900000023845,0,0,0,,Click Response,true response,8,object-13,test item,"In the first of a series of swaps, Kyle traded a red paper-clip for a pair of flip flops",false,"His first swap was for a novelty pen, and his last was for a house. ",sep_blocks
17,1758455773316,21/09/2025 11:56,1758459373316,1,21/09/2025 13:56,238955,3,task-3rn9,,49329840,BLINDED,14114583,,complete,,68cfe430dc8c53a38dcb5097,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x919,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,5,test item,test,qfehmk,2,response,next,10639.800000000003,10633.900000000009,10639.800000000003,10639.800000000003,10633.900000000009,10639.800000000003,0,0,0,,Click Response,Click To Continue,7,object-22,test item,"In the first of a series of swaps, Kyle traded a red paper-clip for a pair of flip flops",false,"His first swap was for a novelty pen, and his last was for a house. ",sep_blocks
18,1758455775277,21/09/2025 11:56,1758459375277,1,21/09/2025 13:56,238955,3,task-3rn9,,49329840,BLINDED,14114583,,complete,,68cfe430dc8c53a38dcb5097,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x919,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,6,test item,Screen 2,9ngvmk,1,continue,,1966.699999999997,1966.699999999997,1966.699999999997,1966.699999999997,1966.699999999997,1966.699999999997,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,It is best to water trees when its hot in the middle of the day,false,"Anytime will help, but it's best to water trees in the cooler part of the day, during the morning or evening",sep_blocks
19,1758455780090,21/09/2025 11:56,1758459380090,1,21/09/2025 13:56,238955,3,task-3rn9,,49329840,BLINDED,14114583,,complete,,68cfe430dc8c53a38dcb5097,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x919,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,6,test item,test,qfehmk,2,response,false,4813.699999999997,4800.599999999991,4813.699999999997,4813.699999999997,4800.599999999991,4813.699999999997,1,0,0,,Click Response,false response,9,object-11,test item,It is best to water trees when its hot in the middle of the day,false,"Anytime will help, but it's best to water trees in the cooler part of the day, during the morning or evening",sep_blocks
20,1758455786380,21/09/2025 11:56,1758459386380,1,21/09/2025 13:56,238955,3,task-3rn9,,49329840,BLINDED,14114583,,complete,,68cfe430dc8c53a38dcb5097,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x919,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,6,test item,test,qfehmk,2,response,next,11103.099999976155,11100.699999999997,11103.099999976155,11103.099999976155,11100.699999999997,11103.099999976155,0,0,0,,Click Response,Click To Continue,7,object-22,test item,It is best to water trees when its hot in the middle of the day,false,"Anytime will help, but it's best to water trees in the cooler part of the day, during the morning or evening",sep_blocks
21,1758455788345,21/09/2025 11:56,1758459388345,1,21/09/2025 13:56,238955,3,task-3rn9,,49329840,BLINDED,14114583,,complete,,68cfe430dc8c53a38dcb5097,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x919,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,7,test item,Screen 2,9ngvmk,1,continue,,1966.800000000003,1966.800000000003,1966.800000000003,1966.800000000003,1966.800000000003,1966.800000000003,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,Young trees need up to 8 litres of water a day,false,Young trees need up to 80 litres of water a day,sep_blocks
22,1758455791345,21/09/2025 11:56,1758459391345,1,21/09/2025 13:56,238955,3,task-3rn9,,49329840,BLINDED,14114583,,complete,,68cfe430dc8c53a38dcb5097,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x919,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,7,test item,test,qfehmk,2,response,true,3000.899999988076,3000.0999999999913,3000.899999988076,3000.899999988076,3000.0999999999913,3000.899999988076,0,0,0,,Click Response,true response,8,object-13,test item,Young trees need up to 8 litres of water a day,false,Young trees need up to 80 litres of water a day,sep_blocks
23,1758455796647,21/09/2025 11:56,1758459396647,1,21/09/2025 13:56,238955,3,task-3rn9,,49329840,BLINDED,14114583,,complete,,68cfe430dc8c53a38dcb5097,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x919,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,7,test item,test,qfehmk,2,response,next,8302.899999988076,8300.599999999991,8302.899999988076,8302.899999988076,8300.599999999991,8302.899999988076,0,0,0,,Click Response,Click To Continue,7,object-22,test item,Young trees need up to 8 litres of water a day,false,Young trees need up to 80 litres of water a day,sep_blocks
24,1758455798612,21/09/2025 11:56,1758459398612,1,21/09/2025 13:56,238955,3,task-3rn9,,49329840,BLINDED,14114583,,complete,,68cfe430dc8c53a38dcb5097,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x919,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,8,test item,Screen 2,9ngvmk,1,continue,,1966.6000000000058,1966.6000000000058,1966.6000000000058,1966.6000000000058,1966.6000000000058,1966.6000000000058,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,"When watering trees, it is safe to use washing up liquid to water trees",true,Washing up liquid won't harm the trees at all,sep_blocks
25,1758455803121,21/09/2025 11:56,1758459403121,1,21/09/2025 13:56,238955,3,task-3rn9,,49329840,BLINDED,14114583,,complete,,68cfe430dc8c53a38dcb5097,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x919,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,8,test item,test,qfehmk,2,response,false,4509,4500.399999999994,4509,4509,4500.399999999994,4509,0,0,0,,Click Response,false response,9,object-11,test item,"When watering trees, it is safe to use washing up liquid to water trees",true,Washing up liquid won't harm the trees at all,sep_blocks
26,1758455808409,21/09/2025 11:56,1758459408409,1,21/09/2025 13:56,238955,3,task-3rn9,,49329840,BLINDED,14114583,,complete,,68cfe430dc8c53a38dcb5097,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x919,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,8,test item,test,qfehmk,2,response,next,9797,9784.100000000006,9797,9797,9784.100000000006,9797,0,0,0,,Click Response,Click To Continue,7,object-22,test item,"When watering trees, it is safe to use washing up liquid to water trees",true,Washing up liquid won't harm the trees at all,sep_blocks
27,1758455808410,21/09/2025 11:56,1758459408410,1,21/09/2025 13:56,238955,3,task-3rn9,,49329840,BLINDED,14114583,,complete,,68cfe430dc8c53a38dcb5097,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1920x1080,1920x919,,,0,Memory Test,5,Spreadsheet1,,,,,,,info,END,,,111208,,,,,,,,,,,,,,,,sep_blocks
1,1758455049915,21/09/2025 11:44,1758458649915,1,21/09/2025 13:44,238955,3,task-3rn9,,49329691,BLINDED,14114586,,complete,,68cfe469e306c2cae6d3d228,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1600x900,1600x773,,,0,Memory Test,5,Spreadsheet1,,,,,,,info,BEGIN,,,,,,,,,,,,,,,,,,,sep_blocks
2,1758455051943,21/09/2025 11:44,1758458651943,1,21/09/2025 13:44,238955,3,task-3rn9,,49329691,BLINDED,14114586,,complete,,68cfe469e306c2cae6d3d228,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1600x900,1600x773,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,1,instructions,instr,fd1y9j,1,continue,,2034.8500000238419,2030.5500000000002,2034.8500000238419,2034.8500000238419,2030.5500000000002,2034.8500000238419,1,0,0,,Click To Continue,Continue Button,2,object-21,instructions,,,,sep_blocks
3,1758455053904,21/09/2025 11:44,1758458653904,1,21/09/2025 13:44,238955,3,task-3rn9,,49329691,BLINDED,14114586,,complete,,68cfe469e306c2cae6d3d228,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1600x900,1600x773,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,1,test item,Screen 2,9ngvmk,1,continue,,1964.1999999999998,1964.1999999999998,1964.1999999999998,1964.1999999999998,1964.1999999999998,1964.1999999999998,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,"When watering street trees, you can pour water in the soil, down the pipe or into the green bag",true,Watering any of these locations will help our trees,sep_blocks
4,1758455056706,21/09/2025 11:44,1758458656706,1,21/09/2025 13:44,238955,3,task-3rn9,,49329691,BLINDED,14114586,,complete,,68cfe469e306c2cae6d3d228,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1600x900,1600x773,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,1,test item,test,qfehmk,2,response,true,2802.899999976158,2797.3,2802.899999976158,2802.899999976158,2797.3,2802.899999976158,1,0,0,,Click Response,true response,8,object-13,test item,"When watering street trees, you can pour water in the soil, down the pipe or into the green bag",true,Watering any of these locations will help our trees,sep_blocks
5,1758455058835,21/09/2025 11:44,1758458658835,1,21/09/2025 13:44,238955,3,task-3rn9,,49329691,BLINDED,14114586,,complete,,68cfe469e306c2cae6d3d228,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1600x900,1600x773,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,1,test item,test,qfehmk,2,response,next,4931.5,4927.6,4931.5,4931.5,4927.6,4931.5,0,0,0,,Click Response,Click To Continue,7,object-22,test item,"When watering street trees, you can pour water in the soil, down the pipe or into the green bag",true,Watering any of these locations will help our trees,sep_blocks
6,1758455060796,21/09/2025 11:44,1758458660796,1,21/09/2025 13:44,238955,3,task-3rn9,,49329691,BLINDED,14114586,,complete,,68cfe469e306c2cae6d3d228,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1600x900,1600x773,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,2,test item,Screen 2,9ngvmk,1,continue,,1964.8999999999996,1964.8999999999996,1964.8999999999996,1964.8999999999996,1964.8999999999996,1964.8999999999996,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,NASA's new IMAP probe will give a new insight into puzzling spots on the surfact of the sun,false,IMAP will measure the streams of charged particle that create solar flares,sep_blocks
7,1758455063378,21/09/2025 11:44,1758458663378,1,21/09/2025 13:44,238955,3,task-3rn9,,49329691,BLINDED,14114586,,complete,,68cfe469e306c2cae6d3d228,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1600x900,1600x773,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,2,test item,test,qfehmk,2,response,true,2582.600000023842,2579.8999999999996,2582.600000023842,2582.600000023842,2579.8999999999996,2582.600000023842,0,0,0,,Click Response,true response,8,object-13,test item,NASA's new IMAP probe will give a new insight into puzzling spots on the surfact of the sun,false,IMAP will measure the streams of charged particle that create solar flares,sep_blocks
8,1758455065471,21/09/2025 11:44,1758458665471,1,21/09/2025 13:44,238955,3,task-3rn9,,49329691,BLINDED,14114586,,complete,,68cfe469e306c2cae6d3d228,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1600x900,1600x773,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,2,test item,test,qfehmk,2,response,next,4675.300000071526,4660.799999999999,4675.300000071526,4675.300000071526,4660.799999999999,4675.300000071526,0,0,0,,Click Response,Click To Continue,7,object-22,test item,NASA's new IMAP probe will give a new insight into puzzling spots on the surfact of the sun,false,IMAP will measure the streams of charged particle that create solar flares,sep_blocks
9,1758455067421,21/09/2025 11:44,1758458667421,1,21/09/2025 13:44,238955,3,task-3rn9,,49329691,BLINDED,14114586,,complete,,68cfe469e306c2cae6d3d228,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1600x900,1600x773,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,3,test item,Screen 2,9ngvmk,1,continue,,1964.4000000000015,1964.4000000000015,1964.4000000000015,1964.4000000000015,1964.4000000000015,1964.4000000000015,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,"In the first of a series of swaps, Kyle traded a red paper-clip for a pair of flip flops",false,"His first swap was for a novelty pen, and his last was for a house. ",sep_blocks
10,1758455069852,21/09/2025 11:44,1758458669852,1,21/09/2025 13:44,238955,3,task-3rn9,,49329691,BLINDED,14114586,,complete,,68cfe469e306c2cae6d3d228,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1600x900,1600x773,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,3,test item,test,qfehmk,2,response,false,2431.500000047683,2430.399999999998,2431.500000047683,2431.500000047683,2430.399999999998,2431.500000047683,1,0,0,,Click Response,false response,9,object-11,test item,"In the first of a series of swaps, Kyle traded a red paper-clip for a pair of flip flops",false,"His first swap was for a novelty pen, and his last was for a house. ",sep_blocks
